122558,252386,502384,993138,1944262,3950390,8067700,16158064
125076,246602,500114,1002634,1969390,3987138,7950158,16126816
123076,249002,486044,1002804,1982916,4064098,7967062,16151332
121362,239372,496120,996574,1982322,4006498,8102820,16027120
120456,244594,499512,990106,1969396,3930316,7951714,16009792
123090,242456,503746,976452,1945686,3984822,8038734,15976552
123496,242414,495288,995150,1968400,3956406,8015722,16131382
122464,248134,498308,981118,1993152,3968272,7941134,15891586
120842,242912,487814,964128,1995050,4056340,8072104,16033692
120992,245510,496698,1002420,2058116,3992302,8031212,16066718
122716,246104,490754,986988,1948510,3954156,7883472,15920306
120924,246448,498036,991034,1952560,4007292,7954432,16073752
121890,248006,489672,990980,1977616,3966916,7973350,15848364
120900,246734,495542,992814,1986308,3953820,7996584,15891090
124338,247928,494976,997684,1976256,3951998,7994092,16005246
124184,247198,494086,991722,1966258,4000726,7982790,15925724
122260,245584,497020,995812,1955510,4034246,7898190,15927942
121984,245840,493964,987052,2006164,3988388,7996114,15891586
123430,243980,502856,983916,1970848,3934530,8101812,15795452
120938,250242,487172,985964,1964676,4060746,8075646,16351148
124114,246928,493564,987964,1984632,3941154,7968374,16093432
122494,245404,497706,996562,1968272,3999612,7937188,15893740
121944,252778,490860,1003688,1967776,3964686,7946108,15835754
121180,238338,499338,995200,2005754,4010532,7954700,15800796
123986,245924,490674,984096,2002282,3970084,7976764,15854182
123460,239860,496966,971206,2013236,3975904,8025884,15988776
122280,242316,504456,991860,1991470,4024414,7945752,15931844
122410,246162,487416,990410,1994346,3930130,7988132,16138392
123396,245416,496920,982420,2017426,4003408,7854392,15991342
124516,246700,492416,1010270,1976176,3938188,7933600,15863098
122430,247676,494574,988914,1994694,4019640,8039214,16020570
121786,246890,492656,986870,1978880,4034500,7747028,15871198
124272,244202,478158,982090,1988764,3978912,8033066,15988620
121622,248964,486704,995308,1962314,3953536,8014606,16103976
118732,241056,487946,991610,1948536,3960508,8089786,16145066
122240,245606,497180,992398,1991300,3944828,7863318,16078028
121518,246834,494960,972542,1947304,3984706,7957588,16077752
120718,247474,498204,999098,1984086,4000200,8013552,16009692
121656,246558,490984,982148,2005080,4059670,8039190,15970754
124010,243308,488380,971882,1964098,4019102,8060898,16077786
125412,248672,490256,998590,1954140,4003040,8110362,16007116
124596,245366,489316,980338,1986978,4015482,8036512,16049232
120322,243462,497374,975824,2003686,3974590,8006448,16144968
122688,242568,499204,983106,1970318,4047256,8002258,15908472
121918,238822,504470,985174,1974078,4005230,7970736,15940556
120474,244284,490618,989082,1959476,3959674,8050416,15889722
123274,246910,496610,979572,2015836,3969282,7991230,15886974
125280,244508,488346,998332,1977688,3987162,8040796,16272494
124190,245794,507060,989476,1996880,3958412,8102778,15753574
120070,247500,482846,1003758,1991178,3939846,8040728,15865390
124702,243098,494644,999358,1999758,3957322,7976604,16046148
121252,240436,499542,992470,2002848,3958848,7976074,16102084
123028,247024,487780,988846,1983070,4023302,7915326,16126518
122640,242830,493096,979762,1937450,3963912,8016754,15735512
122264,243246,500992,1000710,1974792,3990162,7997160,16014134
122234,247402,503174,992314,1962854,4011194,7987856,15810096
122640,253420,479536,993482,1955690,3904276,8040032,15964772
123940,251200,496934,996678,1944442,4005472,7974906,15926260
121716,248476,491578,963860,1972280,3960638,7967726,15808802
123704,253164,493102,978226,1968522,3974500,7994098,16084890
123658,248102,492222,980852,1977720,3954242,7995944,15903372
123160,248044,493400,1004788,1979514,4011056,7860812,15924586
125478,247748,498880,993512,1952120,4002914,8058640,16064776
122540,246816,494780,980018,2006542,4024116,8088242,16041410
125386,246186,500352,990456,1995884,4050904,8044284,16118982
124144,247420,503620,1003816,2018092,3960464,7930288,16044822
124662,244170,487188,987982,1964880,3944460,8023646,15916488
121710,248004,497152,981046,1972864,3982320,7932670,16142694
123270,248318,504336,988256,1976450,3987050,7924186,16132248
122554,241010,487794,1011764,1978802,3940554,7968864,15992490
122340,243188,489122,975618,1979940,3946344,7973076,16027058
124336,244842,483786,999344,1931722,3968050,8029212,16092100
124046,251772,500032,1005690,1985940,3968248,7943194,16186360
118718,245726,494624,1017360,1973232,3965236,8013296,15940880
122614,246544,492564,1007400,1996888,3960496,7835380,15785542
125168,245622,496822,995266,2007936,3963656,7843600,15877254
121774,249698,496500,994268,1979718,3929936,7984144,16071908
120156,245190,487936,990540,2010432,4049392,7953702,15840450
124252,247566,493528,1002624,1992776,3992298,8049636,15953522
122794,243812,492900,1012698,1997898,4013842,8043350,16089978
124700,244152,496296,990482,1971972,3942294,8073946,16011560
124628,250408,494584,999746,1944380,3958548,8011330,16106102
121720,244008,481984,978280,2032106,3984532,7904336,15944236
125576,238620,498678,989418,1969788,3966416,7956208,16089336
123184,246234,495376,994334,1971988,4037746,7998504,16113124
120910,247362,485972,986590,1992144,4007914,7968228,16140270
122978,248486,492490,977880,2011520,3907596,7993828,16148280
123748,248360,492786,974338,1993694,3971246,7924752,16123926
120982,244374,497298,994306,1974556,3945226,7940438,15934514
120330,245566,490956,1001504,1948470,3991662,7971448,15931492
127752,251246,487782,986794,1972190,3921838,7929002,15939302
124620,241960,495036,997192,1974578,3976576,7892176,15925416
122624,242164,498408,984578,2010320,4012004,7990216,15940692
124892,250990,498746,992320,1996802,3961900,7915170,16029688
121416,246604,501048,987074,1975236,4015900,8023388,16162716
122792,249428,492142,1000536,1971680,4038294,7972898,15916934
126566,239000,493714,990472,1966968,4054498,7923866,15868824
126130,244270,499176,995482,1976766,3999628,7907836,15924874
123848,248890,484478,984822,2015748,4028824,7983666,16158888
122676,253772,495210,1000942,1994358,4027490,8028190,16148182
124522,246492,498000,982656,1997424,3976764,7869680,15933600
120386,243138,497220,1003386,1951598,3985370,7989028,16223746
123838,249552,497514,984998,1954138,4002008,7999554,15891198
123056,245754,490854,990792,2001854,3963088,8024372,16015872
121598,251466,483672,972508,2003462,3981470,7968618,16278600
123604,249666,497688,983168,1958966,3874324,8006510,16115986
123882,245588,489024,1014372,2000974,4030378,8033142,15903920
125426,248560,489010,998108,1986260,3974088,8081360,15891800
120412,246982,498362,1010756,1973832,3953936,8071860,16075540
122350,244496,493952,1008672,1986774,3934518,8018298,16225440
123498,245460,491618,972328,2009586,4004732,7989638,16113798
122920,241998,488966,982236,1999782,3996688,8052962,15997372
122512,247016,483202,972678,1980698,3988208,8058754,15987460
124190,247776,494552,998904,2013184,3970862,8026182,15997114
121376,243754,505394,996646,1950302,3981158,8113020,16161082
117376,245930,503198,983110,2010472,3937966,8014060,15831354
123300,249436,495198,987752,1955022,3923988,7886954,15900064
123400,248808,494574,985374,1992288,3993066,7978032,16030824
124214,245086,501090,984308,2013896,3963382,8019798,16051812
120852,245416,491822,989472,1986414,3966692,7998228,15998684
121978,240996,498596,984032,1963244,3980512,8004594,15856060
123278,246700,494032,997708,1967732,3991088,7943200,15909430
122654,247234,483994,1004018,2021318,3924132,7821304,15828502
124086,250148,497134,997678,2029046,3932140,7908800,16213338
121880,244858,497072,994472,1982264,4017762,8082992,15867224
119024,247462,486418,984192,2001004,4024718,7983126,15998590
124642,243226,491172,993110,2008360,4018648,7878956,16079480
121176,243992,494608,986418,1980128,4007630,8037642,16061624
123134,245260,497800,982550,2001174,3959470,7974286,15968342
121596,251586,486768,991382,1996664,3969754,7858064,16085756
121228,247684,495764,989474,1970888,4031510,8031490,15945396
123112,248168,492666,987472,2021874,3951310,7868018,15702160
120700,247220,492070,989250,1996602,3994750,7900158,15921206
123626,248542,498466,1006826,2005362,4027662,7938206,15960376
125560,249814,495258,986286,1956446,3959820,8010446,15950884
121038,248398,492680,977234,1964848,3955648,7951904,16103840
123908,246460,497100,1000770,1982440,3961734,7851132,16045252
123116,246284,488480,1010308,1989902,3992982,8041668,15846522
122914,245038,504724,990988,1975538,4002522,7946754,15814530
125332,245524,497236,1006266,1995562,3977386,7969110,15845434
123440,246258,491040,984438,1987794,4072338,7904232,15994010
122152,248868,490578,980744,1992090,4007438,7990134,16001728
118936,245872,491464,1009650,1972796,4053498,8094970,15971856
123444,249304,496436,997888,1973272,4018790,7946920,16134512
123898,239432,498516,999492,1997906,3962536,8118514,15933652
125054,246004,490652,986866,2013414,4013742,7904322,16040146
124198,243940,504390,983408,1993090,4008272,7918386,16250166
122146,246112,492962,979514,1956670,3949332,7928032,15964076
121648,251738,490230,981378,1960104,4032626,7969690,15705880
126022,250968,490624,982366,2010742,4022948,8081380,16077480
125484,244062,503796,986140,1929178,3965662,8061794,16178808
124732,251512,488084,977756,1983528,3962790,7936810,15969412
126364,244480,497292,989578,1958378,3998584,8106818,16160266
123610,247400,498548,999884,1986112,3956038,7959330,16018014
121902,240804,487534,979354,1985304,3949004,7973376,16084456
123826,249806,496172,993688,1987410,3967218,8109332,15893864
123548,247900,493214,997878,1975562,4012686,8055574,15836220
123572,246700,493170,992888,1993306,4015294,8061436,15870596
122720,246400,492382,980886,2008690,3983380,8013894,16310694
